N,repetition,design,utility,max,utility_ratio
2850,24,[-4.33346367 -1.92834334],0.2077836922202435,0.6442616240458204,0.3225144637909796
2850,25,[-2.64216662  0.03149528],0.37010276747034,0.6526388195440724,0.567086658634389
2850,26,[2.1144873  2.19600484],0.3299003648354289,0.6465436624545331,0.5102522598133556
2850,27,[-2.34760922 -0.81967884],0.3933712726066334,0.6381771796086154,0.6163982122455117
2850,28,[-5.26708646 -3.56389367],0.1420216576838083,0.6423933309923815,0.2210820860552997
2850,29,[-1.00195117 -1.58930401],0.4709309617248154,0.6467564149415573,0.7281426992376566
2850,30,[-2.75595797 -1.65830065],0.3150891496147004,0.6485022477888844,0.4858721009665268
2850,31,[0.06271703 1.868504  ],0.4645189922481593,0.634295665682892,0.7323382727959388
2850,32,[-4.84917221 -1.77558839],0.1853329904242882,0.6438866175904889,0.2878348227174365
2850,33,[4.74489869 0.26107402],0.2054947001398228,0.6456242306066392,0.3182883950107273
2850,34,[6.45305218 5.50857019],0.0903498221363607,0.6374886401211375,0.1417277367000488
2850,35,[-0.95920715 -0.14112357],0.5848973786164592,0.6417365022827582,0.9114291871132258
2850,36,[-4.85128862 -0.68516192],0.1959289839681272,0.6440977676467265,0.3041913725054081
2850,37,[0.14986356 0.25590817],0.6369143645301701,0.6424473900253986,0.9913875819543608
2850,38,[-1.05282396 -1.67483073],0.4504963532748312,0.6426222740128626,0.7010282268333171
2850,39,[4.88319524 4.3386021 ],0.1361327287258795,0.6450630023140627,0.2110378803892405
2850,40,[1.78488823 3.95764011],0.2291758385009314,0.6495072981228268,0.3528456711160657
2850,41,[-4.27889025 -3.8647657 ],0.1610727157536952,0.6499294748965183,0.2478310677929188
2850,42,[ 1.39846633 -0.28482049],0.5271197850385871,0.6456024823814557,0.8164773206791005
2850,43,[-2.12680565 -1.62798717],0.3644636476414603,0.6387468864366386,0.5705916621757402
2850,44,[0.78719567 1.84935692],0.447979134116759,0.6483109162047441,0.6909942790093048
2850,45,[-4.15164479 -4.11968136],0.1589428670940068,0.6507876675466716,0.2442315289919168
2850,46,[-1.82693336 -2.65266229],0.3096857797503599,0.6431162389324316,0.4815393563447194
2850,47,[ 4.79605393 -0.04271552],0.2027245708807991,0.6433561125543737,0.3151047560205868
2850,48,[-1.25009699  0.00254338],0.5519027487533341,0.645509304654124,0.8549880610149437
2850,49,[-1.10208004  0.31172591],0.5684104377263758,0.642800184259932,0.8842723627728848
2850,50,[0.57143868 2.32738341],0.3992441027668733,0.6367145266760581,0.6270378419840846
2850,51,[-4.39660145 -4.26079631],0.1482247636163529,0.6346711268777537,0.2335457803879316
2850,52,[-3.0387063 -0.9184205],0.3160589366030548,0.6388448184602591,0.4947350709751683
2850,53,[-5.23708656 -4.49007928],0.1247590927139863,0.6362646809159651,0.1960804936310206
2850,54,[-3.41162592 -3.89656354],0.1843811323132865,0.6461562724204424,0.2853506809159519
2850,55,[-1.27018355 -3.10780567],0.2976055527698907,0.6472090431822203,0.4598291014393328
2850,56,[-4.27499911 -4.67949868],0.1407429290297736,0.6400645421790851,0.2198886514641438
2850,57,[4.19716106 5.17201673],0.1318347599980291,0.6394033375728808,0.2061840347885301
2850,58,[0.82468915 0.07906524],0.5992748405870073,0.6359658437575779,0.9423066450333506
2850,59,[-3.49256567 -2.08340915],0.2441424486776401,0.6443973504406493,0.3788694173101296
2850,60,[3.6877381  1.47142451],0.2507922830665866,0.6510046543835405,0.3852388479527396
2850,61,[2.2589282  0.58495286],0.4122939031459867,0.6385878805971367,0.6456337736326206
2850,62,[3.51096733 5.8355989 ],0.1265881132141339,0.6485040741355619,0.1952001818691307
2850,63,[-0.48016352 -7.56947717],0.10821353454448,0.6446038811550846,0.1678760207750673
2850,64,[2.62072297 0.89596469],0.3575516204681413,0.6449043886312212,0.5544257827536692
2850,65,[-3.07768845 -1.48481509],0.2937299327357289,0.6451586711048594,0.4552832440935886
2850,66,[-1.55679312 -1.41290772],0.4308388986139501,0.6419303468801661,0.6711614440848019
2850,67,[-1.30890166 -2.09781827],0.3879669049992322,0.6428744463152787,0.6034878306688293
2850,68,[2.4560095 1.5541328],0.342139420634678,0.6445223371380598,0.5308418357599762
2850,69,[-8.36973057 -6.88612037],0.0590204932471703,0.6485360318208178,0.0910057272862164
2850,70,[-0.86486397  0.7903369 ],0.5636201532922761,0.6381280727712847,0.8832398656974406
2850,71,[1.0123011  4.21873082],0.2273628353807202,0.6510552129169576,0.3492220488674906
2850,72,[1.85343712 2.60253857],0.3154781733702683,0.6408893364571104,0.4922506202307218
2850,73,[0.51068488 2.42899837],0.3892383525421469,0.6406117582337908,0.6076041339223978
2850,74,[4.17944557 3.35220457],0.1768149816648459,0.6408793210939815,0.2758943467906292
2850,75,[-1.91705126 -4.82160563],0.1847699977847448,0.6375264133868426,0.2898232824631672
2850,76,[-1.33148672 -1.20060781],0.4807907103100545,0.6426183568855858,0.748174566067767
2850,77,[0.58729897 0.01660408],0.6206883706315529,0.6456423475520334,0.9613501545939576
2850,78,[3.1804289  2.76434136],0.2361679045513268,0.6447056161892754,0.3663189812852377
2850,79,[0.27075273 0.592763  ],0.6099718979082294,0.6355664091616708,0.959729603571716
2850,80,[-4.96663871 -4.08721574],0.1395116454268101,0.6378388565732435,0.218725535437476
2850,81,[3.14662899 1.50995881],0.2869428961904673,0.6434181341424126,0.4459664422932726
2850,82,[-2.6280508  -4.49549481],0.1829707745508604,0.6395733141378037,0.2860825655265491
2850,83,[-1.08613378 -6.08880547],0.1459749646074626,0.6422958402863077,0.2272706056174882
2850,84,[4.70444041 1.4083427 ],0.1970853407402944,0.6493411809315239,0.3035158504155892
2850,85,[-3.71315729 -4.08882282],0.1693005194274459,0.6480210708745974,0.2612577384234599
2850,86,[2.47610359 2.51116687],0.2845462579996422,0.6377604367497924,0.4461648004535534
2850,87,[-1.89967058 -4.45588118],0.1991423267880087,0.6413178718641338,0.3105204696840227
2850,88,[-2.67811892 -1.38397662],0.3287815066505295,0.6430901945356192,0.5112525574860388
2850,89,[7.02668354 4.93352969],0.0885317134446916,0.6440038267930724,0.1374707878453928
2850,90,[-3.38500517 -4.2336205 ],0.1739969641215457,0.6422133216153771,0.2709332837940613
2850,91,[-3.64113472 -6.04758705],0.1225503396261043,0.6432360575316476,0.1905215638818176
2850,92,[1.48313925 0.07685371],0.5101186373649073,0.6460814912303643,0.7895577327148989
2850,93,[4.71480539 0.00827656],0.208827212434039,0.644110685365175,0.3242101352745694
2850,94,[-2.84339399 -0.82469943],0.3335849506262721,0.6487428501138662,0.5142021227173784
2850,95,[1.29113857 0.96759155],0.5029262339053634,0.6444691769354612,0.7803728275987475
2850,96,[0.24312426 0.95514782],0.5825664655302603,0.6454926458252976,0.9025144892013716
2850,97,[-2.33604917 -5.12007867],0.1663116369988265,0.6431845228321476,0.2585753094096591
2850,98,[-1.54519478 -1.1462055 ],0.4623399620512405,0.6451502865161233,0.7166391641053482
2850,99,[0.08047307 1.04625196],0.570515331910666,0.6367338614630093,0.8960028144251753
5340,0,[0.98321603 1.22106594],0.5048413148152157,0.6476444614516697,0.7795037939236501
5340,1,[-1.19772484 -1.22925937],0.4873168220166333,0.643234613012302,0.7576035433393464
5340,2,[ 0.53561238 -2.17560544],0.4160081735485247,0.6405189088439989,0.6494861709849152
5340,3,[-3.41647478 -1.89452907],0.2501917273136718,0.6429279253157885,0.3891442842380576
5340,4,[0.25052251 0.90323451],0.590701380049845,0.6454821447642222,0.9151320216078368
5340,5,[2.27988486 1.50549089],0.3579066393748942,0.6416212785385527,0.5578160378192459
5340,6,[0.52369563 0.59532662],0.6025683484375158,0.6401164515180211,0.9413417621255308
5340,7,[-0.78366785 -0.40591358],0.591165178148019,0.6412255428465405,0.9219301768979872
5340,8,[1.572727   4.88279538],0.1833226735758757,0.6418734406443048,0.2856056380707365
5340,9,[-0.98420939  1.32472405],0.4949440346820066,0.641141857291764,0.7719727374729377
5340,10,[ 0.20157255 -0.45648938],0.623053231284085,0.6390013039312907,0.9750421907606616
5340,11,[-0.87901767 -0.59960487],0.5695400270111227,0.6396939475077579,0.8903320552430514
5340,12,[-0.40689962  1.10050685],0.5596050433748451,0.6451004431417793,0.8674696310073001
5340,13,[-2.15216873 -0.14532394],0.4299050320502793,0.64100967691026,0.6706685523414728
5340,14,[0.44184701 1.70499249],0.479464682477232,0.6397647842733629,0.7494390036203731
5340,15,[0.36843845 0.12160261],0.6312416988900779,0.6412150087819367,0.9844462313650388
5340,16,[-1.81219542 -1.96267247],0.3621510568869844,0.6390841012401051,0.5666719860253941
5340,17,[0.58069562 1.06586341],0.55121557327625,0.6443264780852602,0.8554911089705531
5340,18,[-0.80117897  1.93262104],0.433813403912989,0.6419748974588607,0.6757482350636441
5340,19,[3.455883   4.42365703],0.1639873899865144,0.6403053090892956,0.2561081216392743
5340,20,[0.6690439  3.43753844],0.2830135660929635,0.6381665789592655,0.4434791407511618
5340,21,[0.92935482 2.42877141],0.3726444485559859,0.6429218928328688,0.5796107625360596
5340,22,[-1.16918947 -2.2899218 ],0.3754882643051573,0.641196083002782,0.5856059858424434
5340,23,[3.43908006 0.94169312],0.2794503326703765,0.640291171205898,0.4364425830580661
5340,24,[-0.35627423 -1.03018546],0.5668582125709437,0.6429066373024083,0.8817115576056914
5340,25,[0.1732369  0.57548672],0.6199450009271281,0.6413921298757926,0.9665615963313772
5340,26,[2.14364232 2.15565337],0.3279338529144076,0.6410761866506087,0.5115364752943693
5340,27,[-1.20485892 -0.17845333],0.5554566561566077,0.644882146462102,0.8613304914764769
5340,28,[-0.19852815 -2.76229182],0.3527599506919313,0.6365749622355944,0.554153040284635
5340,29,[0.69562662 0.55090923],0.5946940846308758,0.6445696886606941,0.9226218593470455
5340,30,[-0.42176579  0.02045841],0.628144698549925,0.639009139233192,0.9829979885791552
5340,31,[0.15019747 1.71897597],0.4812164942674592,0.6426469624798621,0.7488038104319813
5340,32,[1.83986221 1.79365282],0.3709727710289984,0.6396186315930273,0.579990564228965
5340,33,[3.66924707 1.53580605],0.2488670610666696,0.6370440909285571,0.3906590840579345
5340,34,[-3.52080934 -1.03585389],0.2703155041987782,0.6432018112328447,0.4202654586445523
5340,35,[-0.25803659 -0.18027261],0.6351958554269705,0.6412358659869062,0.99058067260377
5340,36,[-1.31247466 -1.41339111],0.4556768836989073,0.6397852605981099,0.7122341069141122
5340,37,[2.90599222 1.88855257],0.2891612985971494,0.6368734886725438,0.4540325570779493
5340,38,[0.75529717 0.94761679],0.5508632025641854,0.6407794275998688,0.8596767917901523
5340,39,[-0.4764394  -0.16049964],0.6288901834269145,0.6429649977383162,0.9781095170640532
5340,40,[-0.22086757  1.54312796],0.5052793253432619,0.6363160609650107,0.7940697341144841
5340,41,[0.48521506 1.74690708],0.4757276948166429,0.6414845130781225,0.7416043335697909
5340,42,[2.11610972 3.12271675],0.263589010266923,0.6366376914900292,0.414032995203287
5340,43,[ 0.33955482 -0.17094456],0.6277821626905677,0.6392728966193831,0.9820253072051374
5340,44,[-0.63476066 -1.38382659],0.5101311023167754,0.6431188561740732,0.7932143450925315
5340,45,[-3.28262299 -4.52764078],0.164256532003427,0.6387188110553634,0.2571656402792081
5340,46,[-0.8461465  -3.70285357],0.2617532517894644,0.6441524025281908,0.406352985352731
5340,47,[-0.97914001  0.05199186],0.5828505007365274,0.6413361455997101,0.908806566939256
5340,48,[-2.10678693 -1.34656513],0.3855695646705193,0.6413533856644386,0.6011811480048107
5340,49,[-0.24466179 -1.49265756],0.5116919498414468,0.639130833470539,0.8006059527169307
5340,50,[4.05015223 0.85864085],0.2365681059313478,0.6386330065827033,0.3704288746321039
5340,51,[1.12124692 0.17825084],0.5605895830015153,0.6443415315149612,0.8700193229566776
5340,52,[ 1.24672255 -0.152639  ],0.5473248625200028,0.6407023427035363,0.8542576264205407
5340,53,[ 0.6745928  -1.52047505],0.4920325035971993,0.6422547139720899,0.7661018173835955
5340,54,[0.5913378  2.22723129],0.410791699583526,0.6452679556594548,0.6366218808490228
5340,55,[-0.49720046  1.06950314],0.5548485798352676,0.6399695057613974,0.8669922157855661
5340,56,[-0.42519317 -1.95936313],0.4488899538566351,0.6414052103709418,0.6998539247865325
5340,57,[-0.51411809 -1.14005155],0.545346508245449,0.642048013908359,0.8493858659039284
5340,58,[1.10425021 1.21745932],0.4911309918112088,0.6394609311246735,0.7680390902809583
5340,59,[-1.0919961  -0.76730498],0.5374213635274355,0.6438771011816912,0.8346645074675273
5340,60,[-2.82180252 -2.50464834],0.2618155750778397,0.6402747927318989,0.4089112644287236
5340,61,[ 0.15010206 -0.53339332],0.6207152681085711,0.6429944087736399,0.9653509573939204
5340,62,[-2.38337327 -1.90545057],0.3269845027945312,0.6395673249459334,0.5112589246521829
5340,63,[4.23792985 2.11615545],0.2030564335850027,0.6396714914420626,0.317438617011423
5340,64,[1.70511247 0.71694376],0.4706469160140182,0.6420598276292542,0.733026574411045
5340,65,[ 1.02434133 -0.50235479],0.558836263248503,0.6390521354780317,0.874476794965211
5340,66,[-2.56891216 -4.4870507 ],0.1806944468777433,0.6405921767140256,0.2820740768403253
5340,67,[0.11169417 0.83943745],0.5927690599463274,0.6432586517065588,0.9215096576994604
5340,68,[-3.4290028  -2.20887526],0.2418569212019375,0.6443278212412583,0.3753631509128612
5340,69,[0.66605955 0.56911543],0.5897664948368826,0.6453479802942976,0.9138736198847818
5340,70,[5.24135175 2.01039966],0.1635530366752517,0.6421434510137336,0.2546985979800233
5340,71,[-2.6870805  -2.71717191],0.2618928345376393,0.6414414628989649,0.4082879727699965
5340,72,[0.93139617 1.08818097],0.5213504835557603,0.6414282678120359,0.8127962388282782
5340,73,[-0.51493781  0.56983492],0.6037172105068916,0.645417526947107,0.9353901703948726
5340,74,[ 1.10213819 -0.58992601],0.5469132403621564,0.644467823797548,0.8486276896485724
5340,75,[-0.48600417  0.2694919 ],0.6200724476490957,0.6414632144642003,0.966653166802446
5340,76,[-2.41858346 -2.61443711],0.2780213767104306,0.6411709061452361,0.4336150845987607
5340,77,[-1.37258257  2.58771653],0.3366785836513055,0.6404351745796749,0.5257028299113514
5340,78,[1.34578543 2.68657295],0.3299807678810407,0.6401217126213732,0.5154969146878816
5340,79,[-0.80293978  0.43903178],0.5838040906695238,0.6403624344668806,0.911677605129284
5340,80,[0.29827249 0.58095346],0.6116123568305585,0.6413360962072406,0.9536534126919356
5340,81,[1.11962757 2.88839183],0.3212534643104085,0.6404710809589407,0.5015893361327324
5340,82,[-2.04071604 -2.37377866],0.3140509948645307,0.6408052245221538,0.4900880686463152
5340,83,[-1.04243514 -0.72100369],0.5414812970205761,0.639292887369339,0.8470003463494595
5340,84,[ 1.05925909 -0.30818666],0.5624700808739094,0.6393160531597931,0.8797997142319894
5340,85,[2.62094955 4.57680612],0.1781900729126303,0.6459614053083643,0.2758525067415865
5340,86,[0.48947416 0.67426942],0.5965663560274174,0.6408239690688565,0.9309363956754813
5340,87,[-2.1848876  -1.88071177],0.3407869397502473,0.6360748441828787,0.5357654729893189
5340,88,[-3.19881819 -2.51428296],0.2424288120829742,0.6462595375527065,0.3751260878888037
5340,89,[-2.28949289 -1.33818847],0.3649956811543653,0.6442381919687005,0.5665539325431644
5340,90,[2.37526361 1.95033634],0.3202202213218588,0.6459330830899584,0.4957482898847929
5340,91,[-0.54186357 -0.86576928],0.5768958285136544,0.6396672856592072,0.9018685830073928
5340,92,[ 0.51514339 -0.85108812],0.5823271368824692,0.6438109618147514,0.9045001893739526
5340,93,[-0.54789956 -2.67599274],0.35658709727288,0.6460029878648024,0.5519898575879463
5340,94,[-2.06476419 -1.0161528 ],0.4086039389417951,0.6416691595367704,0.6367828854931594
5340,95,[0.42063244 0.5578353 ],0.6076742056005111,0.6436343085838379,0.9441296051131142
5340,96,[3.2031335 0.5035667],0.3053735683236548,0.6387137220033073,0.4781071046444084
5340,97,[-3.85636901 -2.96404062],0.1957239033679485,0.6420311696434714,0.3048510923178958
5340,98,[2.51782859 1.90067507],0.3134212730497395,0.6460127368618371,0.4851626835908206
5340,99,[-0.69104282 -1.84555593],0.4490052776640595,0.6416698475713312,0.699745015857467
10000,0,[0.84796285 0.03400861],0.5979080380944574,0.646318383724283,0.9250983000810368
10000,1,[1.44908796 0.66789557],0.5069216501905607,0.6430148965880077,0.7883513319526645
10000,2,[-0.85286549 -0.49256614],0.5852209058731744,0.6469147318686254,0.9046337593561254
10000,3,[-0.53384693 -0.42525569],0.6167239323389473,0.6482779501457772,0.9513264059039268
10000,4,[ 0.3622791  -0.00159813],0.6354407744980101,0.6449628385869266,0.9852362593327412
10000,5,[1.10840361 1.09468601],0.5088380118176045,0.6429796312179454,0.7913750095842894
10000,6,[-0.26210113  1.0009661 ],0.5738472139923088,0.646322373100352,0.8878653097518716
10000,7,[-0.32419834 -0.9365011 ],0.5837143079067515,0.6450308227740694,0.9049401785117565
10000,8,[0.31759683 0.26935681],0.6360443184089113,0.6487649203865169,0.9803925866244017
10000,9,[0.34328193 0.80905697],0.5966940882927937,0.6452353675966911,0.9247696550102342
10000,10,[-0.09984588 -1.02959832],0.5785428462021862,0.6457275998996854,0.895954960407552
10000,11,[-0.12786981  0.21836741],0.6400167941169926,0.6446907199140741,0.9927501270722426
10000,12,[0.87001609 1.0699524 ],0.5375123511161701,0.6431834754800073,0.8357060957062448
10000,13,[0.79909787 0.8233381 ],0.5676798648874782,0.6460030879233737,0.8787572002361916
10000,14,[-0.0778366   1.03380983],0.5782831074190484,0.6467770892060488,0.894099554653242
10000,15,[1.68202478 0.62078415],0.479721404918366,0.6426231761742416,0.7465049856656489
10000,16,[-0.82968338 -0.62979508],0.5746797183198765,0.6428075888559586,0.8940151427624974
10000,17,[1.62682382 1.14405342],0.4523131272874244,0.6431621670990623,0.7032645115423237
10000,18,[ 0.28168965 -0.04052062],0.6386583286841299,0.6447991860406397,0.9904763258244516
10000,19,[-1.28122952  1.70112201],0.4333682522478207,0.643176812353142,0.6737933394431452
10000,20,[ 0.11412635 -0.80700624],0.5972449354644835,0.6397643903552215,0.9335388847335976
10000,21,[-0.28459294  0.42478628],0.6311939112437616,0.6476317972855823,0.97461846976829
10000,22,[ 0.26080235 -1.17919538],0.5543164418672408,0.6457287827063379,0.8584353937949375
10000,23,[-1.44342392 -1.06266176],0.4787623946384803,0.6434794377214799,0.7440212795823714
10000,24,[0.75654232 0.69502752],0.5822999821691807,0.6448992009798619,0.9029317779963631
10000,25,[ 0.37034292 -0.29571104],0.6340613012479424,0.6460752136911833,0.9814047773561804
10000,26,[-0.797962   -0.95984448],0.5507345133169762,0.647887901904867,0.8500459905143338
10000,27,[-0.7553745   0.00453438],0.611901277179804,0.6491097255516669,0.9426777216436866
10000,28,[0.53418396 0.10905731],0.6256111836502578,0.644561345896918,0.9705999089655448
10000,29,[-0.2653756  -0.74704645],0.6047929362178727,0.6440594186306163,0.9390328263559422
10000,30,[-1.68635891 -0.72570921],0.4741264061292387,0.6456328545203731,0.734359168387515
10000,31,[-0.74921532  0.02571172],0.6076788709808647,0.6450663214143664,0.9420409201467436
10000,32,[ 0.39865901 -0.3875396 ],0.6273857885837859,0.6490463437287995,0.9666271055151888
10000,33,[-0.56271263 -0.75998536],0.5901796132868175,0.6438584255721238,0.9166294791628952
10000,34,[ 0.4584037  -0.42628984],0.6178999674822758,0.6437991804950836,0.9597712861440876
10000,35,[0.85481332 0.39219466],0.5908238032266528,0.6468930475091641,0.9133253255721272
10000,36,[1.47225224 1.58851531],0.4273895628642996,0.6447482910391549,0.6628781631595588
10000,37,[0.26137941 0.72423161],0.601786570764892,0.6422684668864616,0.9369704442788316
10000,38,[-0.160582    0.44760426],0.6306432491690741,0.6441546016573877,0.9790246744282362
10000,39,[ 1.04709429 -0.07114971],0.575204932378092,0.6423749428430344,0.8954348839205025
10000,40,[1.02209115 1.05829177],0.5191712573648951,0.646964186169825,0.8024729474416612
10000,41,[2.00127673 2.04815241],0.3456675660326846,0.6449089185009178,0.5359943956678167
10000,42,[-2.5599609  -1.59348412],0.3314494480684543,0.6406446250230101,0.5173686551363005
10000,43,[-0.76035496 -2.84966339],0.3369490015689892,0.6460996354660199,0.5215124464912506
10000,44,[2.19270796 2.88804174],0.2750987327313167,0.6473232938226055,0.4249788866808579
10000,45,[-1.83473363 -3.15807992],0.2769593277931678,0.6460801133071375,0.4286764475313685
10000,46,[0.85206797 0.83188726],0.559810968685221,0.6476275628271592,0.864402630180558
10000,47,[0.77786207 0.65417678],0.5831264315438798,0.6462919910657263,0.9022646723229736
10000,48,[-0.13097548  1.55876938],0.508256350619484,0.6430250626536547,0.7904145268024186
10000,49,[ 0.54524168 -1.0836522 ],0.5555631982419973,0.6433296590139247,0.8635746704007817
10000,50,[-1.464123   -1.45661097],0.4437626390784826,0.6445621559286542,0.688471445300928
10000,51,[-1.32801373 -0.84686038],0.5072026523243346,0.6459678889402322,0.7851824541254608
10000,52,[-2.28268129 -0.51203595],0.408398217025353,0.6455289508970613,0.632656701853296
10000,53,[1.67148346 2.68808679],0.3163585517478604,0.6482620425680027,0.4880102967229866
10000,54,[-2.38803657 -3.42367537],0.2387849013327222,0.6450682226021947,0.3701699959261174
10000,55,[ 0.17805873 -0.90470917],0.5880739795299949,0.6445170577491193,0.912425780605026
10000,56,[-0.60243466 -0.94135309],0.5621060789300631,0.6435515291998598,0.8734437778882145
10000,57,[-0.55708819  0.11113289],0.625102733137774,0.6500649251997054,0.9616004631317976
10000,58,[ 0.13426079 -0.29189228],0.6365314407988067,0.642607770460724,0.9905442636375827
10000,59,[1.61611435 1.60613352],0.4160253751390039,0.6502083310156909,0.6398339659676929
10000,60,[0.27903302 0.98513258],0.5791358344690357,0.6436073596614372,0.8998278620892153
10000,61,[-0.08736573 -0.96121618],0.5837315519185478,0.6454701110637183,0.9043510178288086
10000,62,[ 0.38182752 -1.25515499],0.5451318119089965,0.6462367039635899,0.8435482054261502
10000,63,[0.16741973 0.17732654],0.6411029234421541,0.6459860650739614,0.992440794165973
10000,64,[-0.22075749 -1.06504647],0.5704999259242992,0.644856733780265,0.884692515467625
10000,65,[0.32937919 0.67235331],0.608964948467087,0.6471876998145545,0.9409402382671676
10000,66,[0.64514281 0.5107619 ],0.6021573164213861,0.6430186703041055,0.9364538608756188
10000,67,[-0.16998689 -0.68070994],0.6129162360171384,0.6461660347156519,0.9485429488519228
10000,68,[-2.0690905  -2.06078486],0.3401624175788389,0.645061050020519,0.527333680382684
10000,69,[0.5952161  0.67451534],0.5948480374103,0.6466521092584059,0.9198888071245668
10000,70,[-0.55989307 -0.10310814],0.6221466264861095,0.6423861974478703,0.9684931415989784
10000,71,[0.1395806  2.68388796],0.3639368862551091,0.6475806062863825,0.5619947273315403
10000,72,[1.51873149 0.52092661],0.5067150810688039,0.6469681482272014,0.7832148807592556
10000,73,[-1.41809548  0.16907991],0.5269326922108908,0.6449655245544318,0.8169935789589949
10000,74,[-0.47216283 -0.40187638],0.6197601264950244,0.6450546853942868,0.9607869542350488
10000,75,[-0.73153571  0.7011159 ],0.5802387231370725,0.6479371873639513,0.8955169335127973
10000,76,[-0.79811409  0.00231612],0.6051311181741472,0.6452029162774348,0.9378927201158886
10000,77,[-1.18239083 -0.20324498],0.5551913625585155,0.6434720748265695,0.8628056822949968
10000,78,[-0.1501932   0.11234809],0.6445223284186227,0.6469915850117633,0.9961834795840572
10000,79,[-0.06769406  0.05615848],0.6452849645126573,0.6458476622303044,0.9991287454448562
10000,80,[-0.84429659 -1.19448059],0.5252619075854527,0.6419489458972921,0.8182300336224734
10000,81,[-0.58411845 -0.81350368],0.576839665857086,0.6435738576612401,0.8963068636027768
10000,82,[-2.22067754 -7.00849294],0.1111350965001773,0.6481898944387694,0.1714545343172973
10000,83,[-1.00641724 -1.57511205],0.4715839099187398,0.6441927221507757,0.7320540790095481
10000,84,[-0.73675058 -0.09063621],0.60707941246061,0.6430704858498367,0.944032459611852
10000,85,[-0.64228403  0.02509954],0.6149704055007277,0.6427594442334371,0.9567660359065576
10000,86,[ 0.66028853 -0.05284355],0.6160286828533984,0.6434309268337782,0.9574122989157174
10000,87,[-1.19949636 -0.77778084],0.5274603994181681,0.6443488134889124,0.8185945071616779
10000,88,[-1.65462237 -1.18189667],0.4440561847809678,0.6456429587636702,0.6877736042088693
10000,89,[-0.39036772 -2.90762805],0.3394856642948372,0.6462297910339052,0.5253327361335245
10000,90,[-0.09182042 -0.97360719],0.5820204329871366,0.6443691723709953,0.9032406544924506
10000,91,[ 0.01319895 -0.28377789],0.6377289493445567,0.6436647410563617,0.9907781313264676
10000,92,[-1.50120773 -0.04588295],0.5204276530870173,0.6450232876456452,0.8068354477349092
10000,93,[-0.61126031 -0.8860534 ],0.5711340843716378,0.6484094150373144,0.8808232439665769
10000,94,[0.36892937 0.31395124],0.6293027371038422,0.6456943912904326,0.974613912699735
10000,95,[0.40153823 0.06278988],0.6324842714671809,0.6442711414004038,0.9817051095791708
10000,96,[-0.15233058  0.38683014],0.6271713820452085,0.641804669195604,0.97719978078574
10000,97,[0.82465662 0.7302214 ],0.570382482219692,0.6442340821962375,0.8853652701440751
10000,98,[0.09199584 0.56717212],0.6254246968773434,0.6467004165714001,0.9671011195464296
10000,99,[ 0.00768805 -0.218269  ],0.6412733460111496,0.644985660929213,0.994244345040609
